Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID
"Nakhaei, A.",56511955700,1,"Engineering
",
"Rahimi, Sahere",55746763800,6,"Computer Science
Engineering
",
"Gholami, Meghdad",57040716600,4,"Engineering
Materials Science
Physics and Astronomy
",0000-0003-4428-8053
"Hatami, Mobina",57203282910,2,"Physics and Astronomy
Energy
Chemical Engineering
Mathematics
Engineering
Chemistry
",
"Asghari, Behnam",57188766663,1,"Environmental Science
Energy
Chemical Engineering
",
"Ale Ahmad, Ahmad",56157966200,17,"Engineering
Energy
Mathematics
Computer Science
",
"Madani, M. M.",57217751997,1,"Engineering
",
"Salim Bahrami, B.",48761941900,1,"Physics and Astronomy
",
"Tafaoli-Masoule, Mojtaba",35811157800,4,"Engineering
Energy
Computer Science
Environmental Science
",
"Pouryafar, Fatemeh",56770159200,3,"Engineering
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Environmental Science
",
"Alitabar, Abbas",57205766329,2,"Earth and Planetary Sciences
Engineering
Agricultural and Biological Sciences
",
"Khorasani, Emad Rajabi",57244480900,1,"Engineering
",
"Rajabalian, Mojtaba",55602798700,4,"Engineering
Computer Science
Physics and Astronomy
",
"Zarkandi, Soheil",36807328300,21,"Engineering
Computer Science
Mathematics
Physics and Astronomy
Materials Science
Chemical Engineering
",
"Fooladi, A.",57223044993,1,"Engineering
Materials Science
",
"Hosseini Andargoli, Seyed Mehdi",26667566500,70,"Computer Science
Engineering
Mathematics
Physics and Astronomy
Decision Sciences
Neuroscience
Health Professions
Medicine
Energy
Materials Science
",0000-0002-8277-7002
"Khakpour, Arezou",57215189291,1,"Engineering
Energy
Chemistry
Chemical Engineering
",
"Talebnia, Farid",8621977100,25,"Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Materials Science
Environmental Science
Immunology and Microbiology
Chemistry
Engineering
Medicine
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
",
"Sheykhvazayefi, Meysam",55630492600,2,"Mathematics
Engineering
Physics and Astronomy
",
"Fathtabar, Abbas",57221284482,1,"Engineering
Computer Science
",
"Delfan Hemmati, Kamran",57217202657,1,"Physics and Astronomy
Engineering
Materials Science
Computer Science
",
"Kazemi, S. M.",57224607588,1,"Computer Science
Engineering
Mathematics
",
"Enayati, Seyed Ghasem",57201585193,2,"Engineering
Materials Science
Physics and Astronomy
",
"Farahoni, Rasoul Nodeh",57202107083,1,"Engineering
Multidisciplinary
",
"Alizadeh Kharkeshi, B.",57323113000,1,"Engineering
",
"Ghanavati, A.",57204220252,1,"Engineering
",
"Talooki, Elahe Fallah",57070794100,3,"Chemistry
Materials Science
Chemical Engineering
",
"Besharati Aghdam, U.",55324021600,1,"Chemical Engineering
",
"Najjaran, Samieh",57226870728,1,"Engineering
Mathematics
",
"Taheri-Ahangar, Ali",55386919400,2,"Engineering
",
"Khodadady, Khadeijeh",56910251200,1,"Physics and Astronomy
Engineering
Materials Science
Computer Science
",
"Zahirifar, Fatemeh",57210208039,1,"Agricultural and Biological Sciences
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",
"Hasannasab, P.",36604377400,2,"Physics and Astronomy
Engineering
Chemical Engineering
",
"Modarres, Amir",35793907800,47,"Engineering
Materials Science
Earth and Planetary Sciences
Environmental Science
Business, Management and Accounting
Energy
Agricultural and Biological Sciences
Economics, Econometrics and Finance
Mathematics
",
"Sahebdel, Mostafa",57195483464,1,"Mathematics
Engineering
",
"Bodaghi, Taher",55912347800,2,"Engineering
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",
"Sadati, Seyed Mohammad Bagher",57197108600,1,"Engineering
Energy
",
"Pashaei, Mohammad Hadi",14827366600,39,"Engineering
Mathematics
Materials Science
Chemistry
Computer Science
Physics and Astronomy
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",
"Nozari, Hasan Abbasi",53983113100,7,"Engineering
Energy
Multidisciplinary
Mathematics
Computer Science
",
"Taleshi, Maryam",57191250743,1,"Mathematics
",
"Ghasem, Darzi Najafpour",35253603900,1,"Chemistry
",
"Abbasnejad, Seyed Yousof",35309460300,4,"Chemistry
Physics and Astronomy
Chemical Engineering
Engineering
Materials Science
",
"Amozegar, Nadereh",57194161628,1,"Medicine
Physics and Astronomy
Health Professions
",
"Shabanpour, Fatemeh",55604425300,2,"Chemistry
Materials Science
Chemical Engineering
",
"Niaboli-Guilani, Mohammad",37056121700,9,"Engineering
Computer Science
Mathematics
Materials Science
",0000-0002-7448-5050
"Ghasemtabar, Mahdi",57194868470,1,"Chemical Engineering
Chemistry
",
"Addeh, Jalil",57201986292,17,"Computer Science
Engineering
Mathematics
Medicine
Physics and Astronomy
Health Professions
",0000-0003-2727-4557
"Niksefat, Navid",57195078710,1,"Materials Science
Chemical Engineering
Environmental Science
Engineering
Chemistry
",
"Shamgholi, Maryam",57191345924,1,"Engineering
Physics and Astronomy
Materials Science
",
"Vaseghi Amiri, Javad",23037024800,46,"Engineering
Materials Science
Physics and Astronomy
Mathematics
Multidisciplinary
Earth and Planetary Sciences
Environmental Science
Chemical Engineering
Agricultural and Biological Sciences
Chemistry
Computer Science
",
"Afifeh, Mahla",57209828178,3,"Engineering
Physics and Astronomy
Materials Science
",
"Ardeshir, Gholamreza",26533811000,32,"Engineering
Computer Science
Mathematics
Materials Science
Physics and Astronomy
Earth and Planetary Sciences
Business, Management and Accounting
Chemical Engineering
Multidisciplinary
Agricultural and Biological Sciences
",
"Hasannattaj Jelodar, Abbas",57240448400,1,"Environmental Science
",
"Kargar-Pishbijari, Hassan",57216395821,1,"Engineering
Business, Management and Accounting
Decision Sciences
",
"Siahmargouei, Mohammad Hasan",54982761100,4,"Engineering
",
"Ramiar, Abas",23493496800,76,"Engineering
Physics and Astronomy
Energy
Chemical Engineering
Materials Science
Chemistry
Environmental Science
Mathematics
Medicine
Computer Science
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
",0000-0003-0777-2778
"Rostami, A. K.",56489971800,3,"Engineering
Physics and Astronomy
Materials Science
Environmental Science
",
"Taslimi Paein Afrakoti, Mobina",57208239298,3,"Materials Science
Engineering
Physics and Astronomy
Earth and Planetary Sciences
Chemistry
",
"Ghadikolaee, Hossein Talebi",57193487020,4,"Engineering
Computer Science
",
"Ghafari, Mohsen",57213512566,1,"Engineering
Materials Science
",
"Alizadeh, Farhad",57222104641,1,"Computer Science
Mathematics
Social Sciences
",
"Arjmandi, Abolfazl",57207984867,6,"Chemistry
Chemical Engineering
Environmental Science
Engineering
Materials Science
Energy
Earth and Planetary Sciences
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
",
"Baghestani, Ali Mohammad",55892245000,9,"Engineering
Materials Science
Physics and Astronomy
Mathematics
",
"Tabarestani, Nima Pahlavannejad",57216183530,1,"Engineering
Materials Science
",
"Tajrishi, Fatemeh Zahedi",56195222300,1,"Earth and Planetary Sciences
",
"Nejad-Darzi, Seyed Karim Hassani",25652146600,10,"Chemistry
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Materials Science
Chemical Engineering
Multidisciplinary
Engineering
Medicine
",
"Reza Ahmadi-Veshki, Mohammad",57211662103,1,"Engineering
Energy
",
"Samakosh, Jaber Dadashizadeh",57222577336,1,"Physics and Astronomy
Engineering
",
"Mohammadtabar, Nafiseh",56919775000,2,"Engineering
Computer Science
",
"Bisheh, Khadijeh Masumnia",56566757800,2,"Physics and Astronomy
Engineering
Computer Science
",
"Chashmi, Morassa Jafari",57219727452,1,"Engineering
",
"Komeili, M.",35072683500,2,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Chemical Engineering
Agricultural and Biological Sciences
Chemistry
",
"Jafarian Amiri, A.",57210450230,1,"Chemistry
Chemical Engineering
",
"Asadi, Mostafa",7006359706,6,"Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Engineering
Immunology and Microbiology
Environmental Science
Agricultural and Biological Sciences
Chemistry
",
"Shirzad Kebria, Mohammad Reza",56602769600,8,"Chemical Engineering
Engineering
Environmental Science
Chemistry
Materials Science
Energy
Physics and Astronomy
",0000-0003-0368-9811
"Shamekhi, Mohammadreza",57216952711,1,"Engineering
Energy
Mathematics
",
"Kazemi Sangdehi, Seyed Milad",57225008402,1,"Engineering
",
"Pourhashemi, Zahra",55191325300,1,"Materials Science
Chemical Engineering
",
"Selyari, T.",42262741600,1,"Chemical Engineering
",
"Shakeri, Milad",57193665948,1,"Agricultural and Biological Sciences
Engineering
Earth and Planetary Sciences
",
"Eshghian, Roozbeh",57193443466,1,"Engineering
Materials Science
",
"Alinejad, Nasrollah",57216205744,1,"Engineering
Materials Science
",
"Shafei, Mohammad Amin",55982635800,1,"Engineering
",
"Gholamghasemi, Maedeh",57208058079,1,"Computer Science
",
"Firoozjaee, Ali Rahmani",25822025300,19,"Engineering
Mathematics
Materials Science
Computer Science
Environmental Science
Physics and Astronomy
Chemistry
Immunology and Microbiology
Earth and Planetary Sciences
Multidisciplinary
Agricultural and Biological Sciences
",
"Goli, Fatemeh",57200960054,3,"Materials Science
Engineering
Physics and Astronomy
",
"Darjani, Nastaran",57218134517,1,"Computer Science
Business, Management and Accounting
Decision Sciences
",
"Haghani, Majid",57218829392,3,"Engineering
Materials Science
Physics and Astronomy
Earth and Planetary Sciences
Mathematics
",
"Talebpour, Sara",57222104625,1,"Computer Science
Mathematics
Social Sciences
",
"Kenari, Shirin Azadi",57203919476,2,"Physics and Astronomy
Engineering
Materials Science
Computer Science
",
"Rezaeian, Javad",15078048200,46,"Engineering
Computer Science
Decision Sciences
Mathematics
Business, Management and Accounting
Environmental Science
Agricultural and Biological Sciences
Physics and Astronomy
Social Sciences
Earth and Planetary Sciences
Medicine
Materials Science
Chemistry
",
"Movahedi, M.",57213285494,1,"Engineering
Environmental Science
",
"Al-Sankoor, K.",57203042114,2,"Energy
Engineering
Chemical Engineering
",
"Qhoreyshi Amiri, Ali Asghar",57194521362,1,"Chemical Engineering
Chemistry
",
"Hasani, M. R.",57220864486,1,"Engineering
",0000-0002-1396-4154
"Otaghsara, Elham Sadat Taheri",55178517800,1,"Biochemistry, Genetics and Molecular Biology
Chemistry
",
"Baboli, Aref Shams",48161005400,1,"Engineering
",
"Mansoori, Mojtaba",57220377005,1,"Computer Science
Engineering
Materials Science
",
"Rasouli, Hossein",57189497379,2,"Computer Science
",
"Khalegh, Reyhane",57211485335,1,"Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Materials Science
Engineering
Chemistry
",
"Abedi, Rajar",57205379493,1,"Physics and Astronomy
Computer Science
",
"Tafakhori, Nazanin",57210844126,1,"Engineering
Physics and Astronomy
Mathematics
",
"Kandelousi, Sh",57214847667,6,"Engineering
Materials Science
Physics and Astronomy
Energy
Chemical Engineering
Chemistry
Environmental Science
",
"Morshedi, Mohsen",57202745842,1,"Engineering
Computer Science
Mathematics
",
"Vosughi, P.",57202335038,1,"Environmental Science
Agricultural and Biological Sciences
",
"Afrapoli, Majid Moradi",57195990515,1,"Engineering
Materials Science
",
"Elyasi, Majid",26434148600,65,"Engineering
Computer Science
Materials Science
Physics and Astronomy
Decision Sciences
Business, Management and Accounting
Energy
Multidisciplinary
Chemistry
Environmental Science
Agricultural and Biological Sciences
",
"Ahmadzadeh, Elham",57188664717,3,"Engineering
Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Pharmacology, Toxicology and Pharmaceutics
Medicine
",
"Taghipour, A. H.",57225417953,1,"Mathematics
Chemical Engineering
",
"Mashhadban, Hadi",56705514100,4,"Earth and Planetary Sciences
Engineering
Environmental Science
Materials Science
",
"Ghoreyshi, S. Ali Asghar",56543377900,1,"Chemical Engineering
Engineering
Energy
Chemistry
",
"Miansari, Mo",24071589000,7,"Mathematics
Engineering
Energy
Multidisciplinary
Physics and Astronomy
Chemistry
Computer Science
",
"Pourgholam, Masoud",57193486561,1,"Engineering
Physics and Astronomy
Materials Science
Computer Science
",
"Hosseinpour, Zeinab",57204756511,5,"Chemistry
Chemical Engineering
Materials Science
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Engineering
",
"Jahanshahi, Mohammad",57203861626,1,"Engineering
Chemical Engineering
",
"Banihashemi, M. R.",57225463800,4,"Engineering
Environmental Science
",
"Ebrahimnezad, Arash",57222088922,1,"Computer Science
",
"Sazjini, Mohammad",55191372900,3,"Engineering
Earth and Planetary Sciences
Physics and Astronomy
Materials Science
Chemistry
Computer Science
",
"Mohseni, Samaneh",55364008500,1,"Engineering
Agricultural and Biological Sciences
",
"Rezvany, Rozbeh",57224518108,1,"Energy
",
"Bahremand, Z.",55324323800,1,"Chemical Engineering
",
"Esmaeiltabar, Parisa",57205657258,1,"Engineering
Materials Science
",
"Kheiry, Sanaz",57201740171,2,"Engineering
Physics and Astronomy
Materials Science
Computer Science
",
"Abbaszadeh, Mohammad Amin",57226595564,2,"Engineering
",
"Nabizadeh, Farhad",56803775700,3,"Earth and Planetary Sciences
Environmental Science
Social Sciences
Engineering
Agricultural and Biological Sciences
",
"Shamstabar, R.",54581573600,1,"Multidisciplinary
",
"Gorji, Amin B.",55603083400,5,"Engineering
Physics and Astronomy
Computer Science
",
"Masoudi, Mahsa",57216220965,2,"Energy
Physics and Astronomy
Chemistry
Chemical Engineering
",
"Ghorbani Pashakolae, Mehrdad",57216764855,1,"Engineering
Energy
",
"Mahmoudi, F. Y.",57219658842,1,"Medicine
",
"Sabagh, Khashayar",57189370593,1,"Physics and Astronomy
Energy
",
"Salahshoor, Meysam",57188735973,1,"Multidisciplinary
",
"Jafari-Talookolaei, Ramazan Ali",16417381100,56,"Engineering
Materials Science
Physics and Astronomy
Mathematics
Computer Science
Environmental Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
Medicine
Chemistry
",
"Ganji, Roghayeh",57217423005,1,"Environmental Science
Engineering
Chemical Engineering
",
"Ramyar, Abbas",57210290841,1,"Agricultural and Biological Sciences
Environmental Science
",
"Darvari, Soheil",56610392100,1,"Engineering
",
"Mazaheri, Hoora",57223868888,2,"Engineering
Physics and Astronomy
Materials Science
Business, Management and Accounting
Decision Sciences
",
"Shirkharkolaei, E. M.",57209857525,1,"Engineering
",
"Kiaeian Moosavi, S. A.H.",57210447089,1,"Physics and Astronomy
Chemical Engineering
",
"Farshad, Seyyed Ali",57207623017,24,"Physics and Astronomy
Engineering
Energy
Chemical Engineering
Mathematics
Materials Science
Chemistry
Computer Science
Environmental Science
Business, Management and Accounting
",
"Aghili, Fatemeh",56921782500,7,"Environmental Science
Chemical Engineering
Engineering
Chemistry
Energy
",
"Lashgari, I.",57215532525,2,"Engineering
",
"Abbasian, Saeid",56444557400,5,"Chemistry
Chemical Engineering
",
"Mirzagoltabar, R. A.",37089243700,1,"Engineering
",
"Sangdehi, Seyed Milad Kazemi",57189091419,4,"Engineering
Computer Science
Energy
Physics and Astronomy
",
"Shokridehaki, Fatemeh",57200687503,2,"Engineering
Energy
Social Sciences
",
"Amoozadeh, Meysam",57238785900,1,"Engineering
Mathematics
Energy
Computer Science
",
"Abedini, Reza",35320819200,63,"Energy
Chemical Engineering
Chemistry
Environmental Science
Materials Science
Engineering
Physics and Astronomy
Earth and Planetary Sciences
Agricultural and Biological Sciences
",
"Bakhshinezhad, Nima",57209458274,2,"Engineering
Computer Science
Environmental Science
Mathematics
Decision Sciences
",
"Fallahnejad, Zeynab",57214347714,3,"Environmental Science
Materials Science
Engineering
Chemical Engineering
Chemistry
",
"Abbaszadeh, Reza",57224231919,1,"Earth and Planetary Sciences
",
"Siahpour, F.",57218228406,1,"Mathematics
",
"Javadein, M. S.",35956626400,1,"Physics and Astronomy
",
"Ghasemi, Iman",57195393537,2,"Physics and Astronomy
Chemical Engineering
Engineering
Mathematics
Computer Science
",
"Naeijian, Maryam",57221133586,2,"Energy
Engineering
Materials Science
",
"Aliabadian, Amir",36705578100,3,"Engineering
Multidisciplinary
",
"Asqar Qoreyshi, Ali",57194767425,1,"Environmental Science
",
"Moghaddam, Mohammad Amin Erfani",57216076630,3,"Energy
Engineering
Chemical Engineering
",
"Padashi, Mobin",56974410200,1,"Computer Science
",
"Amin Gorji, B.",55144147400,1,"Computer Science
",
"Ghasem, Najafpour D.",57208756936,1,"Biochemistry, Genetics and Molecular Biology
",
